hhid	district	village	villno	strno	group	g50	g51	g52a	g52b	g52c	g52d	g52e	g52f	g52g	g52h	g52i	g52j	g52k	g52l	g53	g53u	g54	g54u	g55	g55u	g56	g56u	g57	g57u	g58	g59	g60	g60u	g61	g62	g62u	g63	g64	g65	g66a	g66u
40411	4	4	404.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	1	0					2	2	0.5	24	100	2	1	0								0		
40413	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	2	2	0	6	3	1.0	21					700	2	1	1	3.0	15	100		1	2	9	1	1.0	15
40413	4	4	404.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	2	0	2	3	1.0	21					200	2	1	0								1	1.0	17
40414	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1.0	23					300	2	0	0								0		
40415	4	4	404.0	3.0	2.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	3.0	15					1	1	0	1	20.0	15		30	1	2	2	1	1.0	15
40416	4	4	404.0	3.0	2.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0									300	2	0	0								0		
40417	4	4	404.0	3.0	2.0	13	3	0	0	0	0	0	0	0	1	2	1	0	0	6	3	1.0	21	10	3	1.0	23	450	2	0	0								0		
40417	4	4	404.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	1	1	2	0	9	3	1.0	21	13	3	1.0	23	500	2	0	0								0		
40419	4	4	404.0	3.0	2.0	13	3	0	0	0	0	0	0	0	1	2	0	0	0	8	3	1.0	23	12	3	1.0	24	325	2	1	0								1	1.0	25
40419	4	4	404.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									2	1	0	0								0		
10151	1	1	101.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	8	4	1.0	24					700	2	1	0								0		
10152	1	1	101.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	2	1	0	0	6	4	1.0	24	4	4	1.0	24	500	2	0	0								1	1.0	25
10250	1	2	102.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	1	2	0.5	24	1	2	1.5	25	400	2	0	0								1	1.0	24
10251	1	2	102.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	6	3	1.0	24	4	3	1.0	24	250	2	0	0								1	2.0	23
10260	1	2	102.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	2	0	0	0	3	3	1.0	22					60	2	0	1	3.0	15	450		2	2	4	1	1.5	23
10260	1	2	102.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0									200	2	0	0								0		
10261	1	2	102.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	2	1	0	3	3	1.0	17	2	3	1.0	24	800	2	1	0								0		
10262	1	2	102.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	16	4	1.0	24					430	2	1	0								1	1.0	23
10263	1	2	102.0	1.0	2.0	13	3	0	0	0	0	0	0	0	1	2	0	0	0	6	3	1.5	24	2	3	1.0	24	300	2	0	0								1	1.0	21
10263	1	2	102.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	3	3	1.0	24	1	3	1.0	24	400	2	0	0								1	1.0	22
10264	1	2	102.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	9	4	1.0	23					470	2	0	0								1	1.0	24
10265	1	2	102.0	1.0	2.0	13	2	0	0	0	0	0	0	1	2	0	0	0	0	3	4	1.0	11	1	3	1.0	24	1800	2	1	0								0		
10266	1	2	102.0	1.0	2.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	3	3	2.0	23					702	2	0	0								0		
10266	1	2	102.0	1.0	2.0	14	1	0	0	0	0	0	0	1	0	0	0	0	0					2	3	1.0	24	380	2	0	0								1	1.0	24
10267	1	2	102.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	3	3	1.0	17	3	3	1.0	24	180	2	0	0								1	2.0	15
10268	1	2	102.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	1	1	2	0	2	4	1.0	22	5	4	1.0	24	890	2	1	0								0		
10268	1	2	102.0	1.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	1	0					1	3	1.0	24	890	2	1	0								0		
10269	1	2	102.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	2	0	0	5	3	1.0	24					50	2	0	0								1	2.0	24
10270	1	2	102.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	0	0					2	3	1.0	24	48	2	0	0								0		
10350	1	3	103.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	4	3	1.0	22					120	2	1	0								0		
10352	1	3	103.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	1	1	0	0					2	3	1.0	22	250	2	0	0								0		
10360	1	3	103.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	1	0	0	0					1	4	1.0	24	300	2	1	0								0		
10360	1	3	103.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	8	4	1.0	23					510	2	1	0								0		
10361	1	3	103.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	0	1	0	0					3	3	1.0	24	412.5	2	1	0								1	1.0	24
10362	1	3	103.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	4	4	1.0	22					80	2	1	0								1	0.5	23
10363	1	3	103.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	1	2	0	0	1	3	1.0	21	1	4	1.0	23	1000	2	0	0								1	2.0	22
10364	1	3	103.0	1.0	2.0	13	3	0	0	0	0	0	2	0	0	0	0	0	0	4	3	1.0	23					498	2	1	0								0		
10364	1	3	103.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	2	2	0	0	6	3	1.0	23					360	2	1	0								0		
10365	1	3	103.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	4	4	1.0	2					120	2	1	0								1	16.0	2
10366	1	3	103.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	2	3	1.0	23	1	3	1.0	23	600	2	0	0								1	1.0	23
10367	1	3	103.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	1	1	0	0					21	4	3.0	23	1625	2	0	1	1.0	15	500		2	1	2	1	1.0	24
10367	1	3	103.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	0	0					7	4	4.0	23	1625	2	0	1	1.0	15	300		2	1	2	1	2.0	24
10368	1	3	103.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	1	1	0	0					2	4	1.0	15	4008	2	1	0								0		
10369	1	3	103.0	1.0	2.0	13	3	0	0	0	0	0	0	0	1	1	0	0	0					3	3	1.0	24	300	2	0	0								0		
10369	1	3	103.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	2	0	0	3	3	1.0	23					300	2	0	0								0		
10450	1	4	104.0	1.0	3.0	14	3	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1.0	21					320	2	0	0								0		
10451	1	4	104.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	2	2	0	0	7	3	1.0	24					1050	2	1	0								1	1.0	22
10550	1	5	105.0	1.0	3.0	14	3	0	0	0	0	0	0	0	2	0	0	0	0	3	3	1.0	24					180	2	1	0								1	1.0	24
10551	1	8	108.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	2	0	0	0	8	4	1.5	25					200	2	0	0								0		
10552	1	5	105.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	1	1	0	0					1	3	1.0	15	450	2	0	0								1	1.0	24
10650	1	6	106.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	1	0	0	0					4	4	1.0	23	600	2	0	0								0		
10651	1	6	106.0	1.0	3.0	14	2	0	0	0	0	0	0	0	0	2	0	0	0	6	4	3.0	21					300	2	1	0								0		
10652	1	6	106.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	1	1	2	0	12	4	1.0	22	1	3	1.0	23	4900	2	1	0								0		
10750	1	7	107.0	1.0	3.0	14	3	0	0	0	0	0	2	1	0	0	0	0	0	5	3	1.0	24	2	3	1.0	24	280	2	0	0								1	1.0	24
10751	1	7	107.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	2	2	1	0	16	4	1.0	23	8	4	1.0	24	650	2	1	0								0		
10752	1	7	107.0	1.0	3.0	14	3	0	0	0	0	0	0	0	0	2	0	0	0	3	3	1.0	23					580	2	0	1	1.0	15		450	2	1	9	0		
10850	1	8	108.0	1.0	2.0	13	3	0	0	0	0	0	0	2	0	0	0	0	0	3	4	1.5	25					120	2	0	0								0		
10850	1	8	108.0	1.0	2.0	14	4	0	0	0	0	0	0	0	0	0	0	0	0									380	2	0	0								0		
10852	1	8	108.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	4	4	1.0	22					280	2	1	0								1	1.0	22
10861	1	8	108.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	8	4	1.5	22					200	2	1	0								1	1.0	17
10862	1	8	108.0	1.0	2.0	14	3	0	0	0	0	0	0	0	1	2	1	0	0	1	2	1.0	24	2	3	1.0	24	200	2	0	0								1	1.0	23
10863	1	8	108.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0									310	2	1	0								0		
10864	1	8	108.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0									325	2	1	0								0		
10865	1	8	108.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0									30	2	0	0								0		
10866	1	8	108.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	3	4	1.0	23					412	2	1	0								1	1.0	24
10867	1	8	108.0	1.0	2.0	13	3	0	0	0	0	0	0	0	1	1	0	0	0					9	4	1.0	24	1600	2	0	0								0		
10868	1	8	108.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									140	2	1	0								0		
10951	1	9	109.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	0	0	3	3	1.0	23					170	2	0	0								0		
10951	1	9	109.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	2	3	1.0	23	1	3	1.0	24	220	2	0	0								0		
10952	1	9	109.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	4	4	1.0	24					300	2	1	0								0		
10953	1	9	109.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	0	0	3	3	1.0	24					100	2	0	0								1	1.0	24
10953	1	9	109.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	0	0	3	3	1.5	24	2	3	1.0	24	350	2	0	0								1	1.5	23
10960	1	9	109.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	8	4	1.0	24					300	2	0	0								0		
10961	1	9	109.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	20	4	1.0	24					250	2	0	0								0		
10962	1	9	109.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	1	0	0					2	3	0.5	24	250	2	1	0								0		
10962	1	9	109.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	0	2	1	0	7	3	1.0	24	2	3	0.5	24	275	2	1	0								1	2.0	21
10963	1	9	109.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	7	4	1.0	22	4	4	1.0	2	300	2	1	0								1	2.0	1
10964	1	9	109.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	2	3	1.0	23	2	3	1.0	24	330	2	0	0								0		
10965	1	9	109.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	6	4	1.0	24					60	2	0	0								0		
10965	1	9	109.0	1.0	1.0	14	2	0	0	0	0	0	0	1	2	1	0	0	0	2	3	1.0	23	1	3	1.0	23	350	2	0	0								1	1.0	21
10966	1	9	109.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									300	2	1	0								0		
10966	1	9	109.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	0	2	0	3	4	3.0	1					150	2	1	0								0		
10967	1	9	109.0	1.0	1.0	13	3	0	0	0	0	0	0	1	0	0	0	0	0					2	3	1.0	24	420	2	0	0								0		
10967	1	9	109.0	1.0	1.0	14	3	0	0	0	0	0	0	2	1	0	0	0	0	4	3	1.0	23	2	3	1.0	24	1200	2	1	0								0		
10968	1	9	109.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	1	1	0					10	4	1.0	23	2250	2	0	0								0		
10968	1	9	109.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	0	1	1	0					7	4	1.0	22	2250	2	0	0								0		
10969	1	9	109.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									150	2	0	0								0		
10969	1	9	109.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	8	4	1.0	24					240	2	1	0								0		
11050	1	10	110.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	2	0	0	0	2	3	1.0	23					160	2	0	0								0		
11050	1	10	110.0	1.0	1.0	14	3	0	0	0	0	0	0	0	2	1	0	0	0	2	3	1.0	24	1	3	3.0	25	120	2	0	0								0		
11051	1	10	110.0	1.0	1.0	14	2	0	0	0	0	0	0	0	0	0	1	0	0					2	3	1.0	17	4750	2	1	0								1	1.0	23
11052	1	10	110.0	1.0	1.0	14	3	0	0	0	0	0	0	1	0	2	1	0	0	3	3	1.0	24	2	3	1.0	24	350	2	1	0								0		
11053	1	10	110.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	0	0	0									800	2	1	0								0		
11053	1	10	110.0	1.0	1.0	14	3	0	0	0	0	0	0	1	2	1	1	0	0	1	2	1.0	24	3	3	1.0	24	800	2	1	0								0		
11054	1	10	110.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	2	0	0	0	5	4	1.5	24					45	2	0	0								0		
11060	1	10	110.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	1	1	1	0	8	4	0.5	15	4	4	1.0	23	820	2	1	0								0		
11061	1	10	110.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	12	4	1.0	23					740	2	0	0								0		
11063	1	10	110.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	4	3	1.0	17	1	3	1.0	17	80	2	1	0								1	1.0	22
11063	1	10	110.0	1.0	1.0	14	2	0	0	0	0	0	0	0	1	2	0	0	0	2	3	1.0	17	1	3	1.0	23	300	2	1	0								1	0.5	15
11065	1	10	110.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	1	2	0	0	4	4	1.0	22	5	4	1.0	24	1000	2	1	0								0		
11065	1	10	110.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	1	1	2	0	6	4	2.0	22	8	4	1.0	23	1000	2	1	0								0		
11066	1	10	110.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	16	4	1.0	24					320	2	1	0								0		
11067	1	10	110.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									350	2	1	0								0		
11067	1	10	110.0	1.0	1.0	14	1	0	0	0	0	0	2	0	0	0	0	0	0	8	4	1.0	24					380	2	1	0								0		
11068	1	10	110.0	1.0	1.0	13	3	0	0	0	0	0	0	1	1	0	0	0	0					2	3	1.0	23	37	2	0	0								0		
11070	1	10	110.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	2	0	0	0	3	4	1.0	23					300	2	0	0								1	1.0	17
11072	1	10	110.0	1.0	1.0	13	3	0	0	0	0	0	0	2	2	0	0	0	0	7	3	1.0	21					925	2	0	0								0		
11072	1	10	110.0	1.0	1.0	14	3	0	0	0	0	0	0	2	2	0	0	0	0	4	3	1.0	21					925	2	0	1	3.0	15	300		2	2	9	0		
11150	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	2	4	1.0	22	2	4	1.0	24	375	2	1	0								0		
11151	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	4	4	1.0	23					520	2	1	0								0		
11152	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	0	1	2	1	0	0	2	3	1.0	17	1	3	1.0	17	300	2	0	0								1	1.0	17
11153	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	1	2	2	1	1	0	3	3	1.0	24	2	3	1.0	24	150	2	0	0								1	1.5	22
11153	1	11	111.0	1.0	1.0	14	3	0	0	0	0	0	0	1	2	2	1	1	0	3	3	0.5	24	2	3	0.5	24	40	2	0	0								1	1.0	23
11154	1	11	111.0	1.0	1.0	14	3	0	0	0	0	0	0	0	1	2	0	0	0	4	3	0.5	24	1	3	0.5	24	50	2	0	0								0		
11160	1	11	111.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	8	4	2.0	22					600	2	1	1	2.0	15		800	2	1	2	0		
11161	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	2	2	1	0	0	0	3	3	1.0	24	2	3	0.5	24	1800	2	0	0								1	2.0	24
11161	1	11	111.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	1	1	0	0					2	3	0.5	24	1800	2	0	0								0		
11163	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	2	3	1.0	23	1	3	1.0	23	300	2	0	0								0		
11163	1	11	111.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	0	2	0	0	1	3	1.0	23					200	2	0	0								0		
11164	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	2	3	1.5	23	2	3	1.0	22	250	2	1	1	3.0	23		500	2	1	2	1	1.0	24
11165	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	1	1	0					16	4	1.0	23	4200	2	1	0								1	1.0	22
11166	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	1	0	0	0	8	4	1.0	22	2	4	1.0	17	400	2	0	1	1.0	15	500		2	1	2	1	1.0	17
11167	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	0	1	1	1	1	0					4	4	2.0	22	3000	2	1	0								1	1.0	22
11168	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	2	0	0	0	0	0	8	4	2.0	22					650	2	1	1	1.0	15		500	2	1	2	1	1.0	22
11169	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	0	1	1	0	0	0					11	4	1.0	17	1115	2	0	0								0		
11250	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	8	4	1.0	23					400	2	1	0								0		
11251	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	6	4	1.0	24					200	2	1	0								0		
11252	1	12	112.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	3	3	1.0	23	1	3	1.0	23	300	2	0	0								1	2.0	22
11252	1	12	112.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	2	3	1.0	23	1	3	1.0	24	200	2	0	0								1	2.0	21
11260	1	12	112.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	0	1	0	0					2	3	2.0	23	16	2	1	0								0		
11260	1	12	112.0	1.0	2.0	14	2	0	0	0	0	0	0	0	2	2	0	0	0	7	4	1.0	15					600	2	0	1	1.0	15		1500	2	2	3	1	1.0	17
11261	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	0	2	1	0	28	4	1.0	24	20	4	1.0	24	630	2	1	0								0		
11262	1	12	112.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	4	3	1.0	24	2	3	1.0	24	850	2	0	0								0		
11263	1	12	112.0	1.0	2.0	14	3	0	0	0	0	0	2	1	0	0	0	0	0	4	3	1.0	24	1	3	1.0	24	750	2	0	1	2.0	21	350		2	1	9	1	1.0	17
11264	1	12	112.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	16	4	22.0	22					500	2	1	0								1	2.0	24
11265	1	12	112.0	1.0	2.0	14	2	0	0	0	0	0	0	0	0	0	2	1	0	8	4	1.0	24	3	4	1.0	24	800	2	1	0								1	1.0	23
11266	1	12	112.0	1.0	2.0	14	1	0	0	0	0	0	0	0	1	1	1	0	0					2	3	1.0	23	400	2	0	0								0		
11267	1	12	112.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	4	4	1.0	24					180	2	1	0								0		
11268	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	7	4	1.0	24	3	4	1.0	24	300	2	0	0								0		
11269	1	12	112.0	1.0	2.0	13	3	0	0	0	0	0	0	0	2	1	0	0	0	4	3	1.0	24	2	3	1.0	24	600	2	0	0								0		
11269	1	12	112.0	1.0	2.0	14	3	0	0	0	0	0	0	0	2	1	0	0	0	3	3	1.0	24	2	3	1.0	24	600	2	0	0								0		
11350	1	13	113.0	1.0	3.0	14	2	0	0	0	0	0	0	1	1	1	1	0	0					2	3	1.0	23	1200	2	1	0								0		
11351	1	13	113.0	1.0	3.0	14	3	0	0	0	0	0	0	2	2	1	0	0	0	7	3	1.0	24	3	3	1.0	24	1500	2	0	0								1	1.0	23
11352	1	13	113.0	1.0	3.0	14	3	0	0	0	0	0	0	2	1	0	0	0	0	4	3	1.0	24	2	3	1.0	24	450	2	0	0								0		
11450	1	14	114.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	1	0	0	0					1	2	1.0	24	300	2	1	0								0		
11450	1	14	114.0	1.0	2.0	14	1	0	0	0	0	0	0	0	2	0	0	0	0	6	4	1.0	22					600	2	0	0								1	1.0	23
11451	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1.0	24					100	2	0	0								0		
11451	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	3	3	1.5	24	2	4	1.0	24	600	2	0	0								1	1.0	23
11452	1	14	114.0	1.0	2.0	14	3	0	0	0	2	1	0	0	0	0	0	0	0	4	3	1.0	24	2	3	1.0	24	2500	2	0	1	1.0	15	900		2	3	3	0		
11460	1	14	114.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	8	4	1.0	23	5	4	1.0	23	1600	2	1	0								1	1.0	23
11461	1	14	114.0	1.0	2.0	13	1	0	0	0	0	0	0	0	2	1	0	0	0	7	4	1.0	24	3	4	1.0	24	600	2	1	0								1	1.0	24
11462	1	14	114.0	1.0	2.0	13	2	0	0	0	0	0	0	0	1	0	0	0	0					2	3	1.0	23	200	2	0	0								0		
11462	1	14	114.0	1.0	2.0	14	2	0	0	0	0	0	0	0	0	0	2	0	0	6	4	1.0	21					400	2	1	0								0		
11463	1	14	114.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	7	4	1.0	22					600	2	1	1	1.0	15		900	2	2	2	1	1.0	23
11464	1	14	114.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	0	1	0	0					1	2	1.0	24	200	2	1	0								0		
11465	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	0	1	0					2	3	1.0	23	850	2	1	0								0		
11466	1	14	114.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	8	4	1.0	24	4	4	1.0	24	600	2	1	0								1	1.0	23
11467	1	14	114.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	4	3	1.0	16					300	2	1	0								0		
11468	1	14	114.0	1.0	2.0	13	1	0	0	0	0	0	0	0	1	1	1	0	0					2	3	1.0	24	570	2	0	0								0		
11468	1	14	114.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	1	1	0	0					2	3	1.0	24	430	2	0	0								0		
11469	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	1	1	1	0					2	3	1.0	23	1700	2	0	0								0		
11470	1	14	114.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	0	1	1	0					2	3	1.0	22	2250	2	1	0								0		
11470	1	14	114.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	3	4	3.0	15					1750	2	1	1	8.0	15	600		2	1	3	1	1.0	22
11550	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	16	4	1.0	24					780	2	1	0								1	2.0	24
11551	1	15	115.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	1	2	0	16	4	1.0	24	4	4	1.0	24	200	2	1	0								0		
11552	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	2	1	1	0	20	4	1.0	24	16	4	1.0	24	750	2	1	0								1	1.0	23
11553	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	0	2	2	1	0	0	7	3	1.0	24	3	3	1.0	24	750	2	1	0								1	1.0	21
11561	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	0	0	6	4	1.0	23					100	2	0	0								0		
11562	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	16	4	1.0	23					320	2	1	0								0		
11563	1	15	115.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	1	0	0	0	16	4	1.0	23	16	4	1.0	24	260	2	1	0								1	1.0	23
11564	1	15	115.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	3	3	1.0	13	2	3	1.5	24	500	2	0	0								1	2.0	23
11565	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	20	4	1.0	24					750	2	0	0								0		
11566	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	1	2	0	0	16	4	0.5	15	4	4	1.0	24	350	2	1	1	1.0	15		600	2	1	2	1	1.0	23
11567	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	16	4	1.0	23					600	2	1	0								1	3.0	24
11569	1	15	115.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	1	0	0	0					2	3	1.0	23	400	2	0	0								0		
11650	1	16	116.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	4	3	1.0	24	2	3	1.0	24	400	2	0	0								0		
11652	1	16	116.0	1.0	1.0	14	3	0	0	0	0	0	0	0	1	1	1	1	0					2	3	1.0	24	400	2	1	0								1	2.0	22
11653	1	16	116.0	1.0	1.0	13	3	0	0	0	0	0	0	0	2	1	0	0	0	4	3	1.0	24	3	3	1.0	24	180	2	0	0								0		
11653	1	16	116.0	1.0	1.0	14	3	0	0	0	0	0	0	0	1	1	0	0	0					2	3	1.0	24	420	2	0	0								0		
11660	1	16	116.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	1	0	0	0					3	3	1.0	21	600	2	1	0								0		
11661	1	16	116.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									280	2	1	0								0		
11661	1	16	116.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	9	4	1.0	24	6	4	1.0	24	600	2	1	0								1	1.0	24
11662	1	16	116.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	8	4	1.0	23	7	4	1.0	24	600	2	1	0								0		
11663	1	16	116.0	1.0	1.0	13	3	0	0	0	0	0	0	0	2	1	0	0	0	6	3	1.0	24	2	3	1.0	24	1000	2	0	0								0		
11663	1	16	116.0	1.0	1.0	14	3	0	0	0	0	0	0	0	2	2	0	0	0	4	3	1.0	24					1400	2	0	0								1	1.0	21
11664	1	16	116.0	1.0	1.0	13	2	0	0	0	0	0	0	1	1	0	0	0	0					4	3	1.0	23	650	2	0	0								0		
