district	village	villno	strno	group	hhid	plot	f03a	f03b	f03c	f03d	f04	f05	f06	f07	f07a	f08	f09
2	6	206.0	2.0	1.0	20616	3	3	9			4	3500	2	0		0	1
2	6	206.0	2.0	1.0	20616	4	14	13			4	850	2	0		0	1
2	6	206.0	2.0	1.0	20617	1	1	9			4	7000	2	0		0	1
2	6	206.0	2.0	1.0	20617	2	3				4	6000	2	0		0	1
2	6	206.0	2.0	1.0	20617	3	2				4	2000	2	1	1	0	1
2	6	206.0	2.0	1.0	20617	4	9	13			4	1500	2	0		0	1
2	6	206.0	2.0	1.0	20618	1	1	9			3	5000	2	0		0	1
2	6	206.0	2.0	1.0	20618	2	3				3	1200	2	0		0	1
2	6	206.0	2.0	1.0	20618	3	9	24			3	1000	2	0		0	1
2	6	206.0	2.0	1.0	20618	4	12	13			1	750	2	0		0	1
2	6	206.0	2.0	1.0	20618	5	2					500	2				
2	6	206.0	2.0	1.0	20619	1	1	9			5	3950	2	0		0	1
2	6	206.0	2.0	1.0	20619	2	3				5	3010	2	0		0	1
2	6	206.0	2.0	1.0	20619	3	2				5	2800	2	1	1	0	1
2	6	206.0	2.0	1.0	20619	4	12				5	2400	2	0		0	1
2	6	206.0	2.0	1.0	20619	5	13					200	2				
2	6	206.0	2.0	1.0	20620	1	9	3	1	12	2	2000	2	0		0	1
2	6	206.0	2.0	1.0	20620	2	9				2	600	2	0		0	1
2	6	206.0	2.0	1.0	20620	3	13				2	65	2	0		0	1
2	6	206.0	2.0	1.0	20620	4	14				2	55	2	0		0	1
2	7	207.0	2.0	2.0	20701	1	1				4	2	1	0		0	1
2	7	207.0	2.0	2.0	20701	2	3	1			4	5000	2	0		0	1
2	7	207.0	2.0	2.0	20701	3	1	9			4	2000	2	0		0	1
2	7	207.0	2.0	2.0	20701	4	12	24			4	1000	2	0		0	1
2	7	207.0	2.0	2.0	20701	5	13	14	24			600	2				
2	7	207.0	2.0	2.0	20702	1	1				1	5000	2	0		0	1
2	7	207.0	2.0	2.0	20702	2	3	9			1	2000	2	0		0	2
2	7	207.0	2.0	2.0	20702	3	13				1	200	2	0		0	1
2	7	207.0	2.0	2.0	20703	1	1	9	12		4	2	1	0		0	1
2	7	207.0	2.0	2.0	20703	2	3	9	24		4	1	1	0		0	1
2	7	207.0	2.0	2.0	20703	3	2				4	0.5	1	1	1	0	1
2	7	207.0	2.0	2.0	20703	4	13				4	450	2	0		0	1
2	7	207.0	2.0	2.0	20704	1	1				1	5030	2	0		0	1
2	7	207.0	2.0	2.0	20704	2	3				1	5020	2	0		0	1
2	7	207.0	2.0	2.0	20704	3	9	24			1	5000	2	0		0	1
2	7	207.0	2.0	2.0	20704	4	4				1	300	2	0		0	1
2	7	207.0	2.0	2.0	20704	5	13					144	2				
2	7	207.0	2.0	2.0	20705	1	1	9	12		1	4000	2	1	0	0	1
2	7	207.0	2.0	2.0	20705	2	1	13			1	2500	2	0		0	2
2	7	207.0	2.0	2.0	20705	3	3				1	1900	2	0		0	2
2	7	207.0	2.0	2.0	20705	4	9	24			1	800	2	0		0	1
2	7	207.0	2.0	2.0	20706	1	1	9			1	1	1	0		0	1
2	7	207.0	2.0	2.0	20706	2	1	9			1	5000	2	0		0	1
2	7	207.0	2.0	2.0	20706	3	3	1	24		1	2800	2	0		0	1
2	7	207.0	2.0	2.0	20706	4	2				1	500	2	1	1	0	1
2	7	207.0	2.0	2.0	20706	5	13					200	2				
2	7	207.0	2.0	2.0	20707	1	3	9	1		4	2500	2	0		0	1
2	7	207.0	2.0	2.0	20707	2	12	9			4	2000	2	0		0	1
2	7	207.0	2.0	2.0	20707	3	14	13			4	350	2	0		0	1
2	7	207.0	2.0	2.0	20708	1	1	9	13		1	2500	2	0		0	2
2	7	207.0	2.0	2.0	20708	2	24				1	750	2	0		0	2
2	7	207.0	2.0	2.0	20708	3	3				1	500	2	0		0	2
2	7	207.0	2.0	2.0	20709	1	1	9			1	2200	2	1	0	0	1
2	7	207.0	2.0	2.0	20709	2	3	1	24	16	1	1200	2	0		0	1
2	7	207.0	2.0	2.0	20709	3	2				1	300	2	1	1	0	1
2	7	207.0	2.0	2.0	20709	4	9				1	200	2	1	0	0	1
2	7	207.0	2.0	2.0	20710	1	3	9	1	60	1	2500	2	0		0	1
2	7	207.0	2.0	2.0	20710	2	1				3	2000	2	1	0	0	1
2	7	207.0	2.0	2.0	20710	3	12				3	1500	2	0		0	1
2	7	207.0	2.0	2.0	20711	1	1	9			5	5000	2	0		0	1
2	7	207.0	2.0	2.0	20711	2	12	13			5	3000	2	0		0	1
2	7	207.0	2.0	2.0	20711	3	3				1	800	2	0		0	1
2	7	207.0	2.0	2.0	20711	4	2				5	550	2	1	1	0	1
2	7	207.0	2.0	2.0	20712	1	3	60			1	1	1	1	1	0	1
2	7	207.0	2.0	2.0	20712	2	12				1	1800	2	0		0	1
2	7	207.0	2.0	2.0	20712	3	1	9			1	1200	2	0		0	1
2	7	207.0	2.0	2.0	20712	4	2	9			1	1000	2	1	1	0	1
2	7	207.0	2.0	2.0	20712	5	4	14				800	2				
2	7	207.0	2.0	2.0	20713	1	1	9			1	5000	2	0		0	1
2	7	207.0	2.0	2.0	20713	2	3	9			4	2000	2	0		0	1
2	7	207.0	2.0	2.0	20713	3	12	13			4	1200	2	0		0	2
2	7	207.0	2.0	2.0	20714	1	1	9			1	4470	2	0		0	1
2	7	207.0	2.0	2.0	20714	2	3				1	2700	2	0		0	1
2	7	207.0	2.0	2.0	20714	3	12				1	2400	2	0		0	1
2	7	207.0	2.0	2.0	20714	4	4				1	1500	2	0		0	1
2	7	207.0	2.0	2.0	20714	5	13					150	2				
2	7	207.0	2.0	2.0	20715	1	1	9			1	1	1	0		0	1
2	7	207.0	2.0	2.0	20715	2	1				2	1	1	0		0	1
2	7	207.0	2.0	2.0	20715	3	3	1			1	2800	2	0		0	1
2	7	207.0	2.0	2.0	20715	4	12	13			2	1000	2	0		0	1
2	7	207.0	2.0	2.0	20716	1	1	9			4	2	1	0		0	1
2	7	207.0	2.0	2.0	20716	2	3	9			4	1	1	0		0	1
2	7	207.0	2.0	2.0	20716	3	12	9			4	1	1	0		0	1
2	7	207.0	2.0	2.0	20716	4	9				4	1	1	0		0	1
2	7	207.0	2.0	2.0	20716	5	2	13				2050	2				
2	7	207.0	2.0	2.0	20717	1	1	9			1	3750	2	0		0	1
2	7	207.0	2.0	2.0	20717	2	3	4			1	1910	2	0		0	1
2	7	207.0	2.0	2.0	20717	3	12				1	1820	2	0		0	2
2	7	207.0	2.0	2.0	20717	4	2				1	1070	2	1	1	0	1
2	7	207.0	2.0	2.0	20717	5	14					150	2				
2	7	207.0	2.0	2.0	20718	1	1				2	1	1	1	0	0	1
2	7	207.0	2.0	2.0	20718	2	9				2	0.5	1	1	1	0	1
2	7	207.0	2.0	2.0	20718	3	3	1			2	0.5	1	0		0	1
2	7	207.0	2.0	2.0	20718	4	11				2	0.5	1	0		0	2
2	7	207.0	2.0	2.0	20718	5	2	13				2500	2				
2	8	208.0	2.0	1.0	20801	1	1	9			1	3500	2	0		0	1
2	8	208.0	2.0	1.0	20801	2	12	9			1	2100	2	0		0	1
2	8	208.0	2.0	1.0	20801	3	2				1	1600	2	1	0	0	1
2	8	208.0	2.0	1.0	20801	4	3				1	1000	2	0		0	1
2	8	208.0	2.0	1.0	20801	5	13					250	2				
2	8	208.0	2.0	1.0	20802	1	3	9			1	2390	2	0		0	1
2	8	208.0	2.0	1.0	20802	2	12	24			1	2150	2	0		0	1
2	8	208.0	2.0	1.0	20802	3	1				1	2050	2	0		0	1
2	8	208.0	2.0	1.0	20802	4	2				1	1200	2	1	1	0	1
2	8	208.0	2.0	1.0	20802	5	13					150	2				
2	8	208.0	2.0	1.0	20803	1	1	3			1	1	1	0		0	1
2	8	208.0	2.0	1.0	20803	2	12	9			1	600	2	0		0	1
2	8	208.0	2.0	1.0	20803	3	13	12	14		1	200	2	0		0	1
2	8	208.0	2.0	1.0	20803	4	2				1	190	2	1	1	0	1
2	8	208.0	2.0	1.0	20804	1	3	1			1	3200	2	1	1	0	1
2	8	208.0	2.0	1.0	20804	2	1				2	1200	2	1	0	0	1
2	8	208.0	2.0	1.0	20804	3	1				1	1000	2	0		0	2
2	8	208.0	2.0	1.0	20804	4	1				2	1000	2	0		0	3
2	8	208.0	2.0	1.0	20804	5	13	3	2			800	2				
2	8	208.0	2.0	1.0	20805	1	12	9	1		1	1.5	1	0		0	2
2	8	208.0	2.0	1.0	20805	2	3				5	5000	2	0		0	2
2	8	208.0	2.0	1.0	20805	3	3	1	9		5	5000	2	0		0	2
2	8	208.0	2.0	1.0	20805	4	9				1	5000	2	0		0	2
2	8	208.0	2.0	1.0	20805	5	2					3000	2				
2	8	208.0	2.0	1.0	20806	1	3	9	1		1	1	1	0		0	2
2	8	208.0	2.0	1.0	20806	2	12	9	1		2	0.5	1	0		0	1
2	8	208.0	2.0	1.0	20806	3	2	13			2	1000	2	1	1	0	1
2	8	208.0	2.0	1.0	20806	4	2				1	900	2	1	1	0	1
2	8	208.0	2.0	1.0	20807	1	1	9			5	2000	2	0		0	1
2	8	208.0	2.0	1.0	20807	2	3	13			5	800	2	0		0	2
2	8	208.0	2.0	1.0	20807	3	2				5	500	2	1	1	0	2
2	8	208.0	2.0	1.0	20808	1	3	1			1	4500	2	0		0	1
2	8	208.0	2.0	1.0	20808	2	3				1	3500	2	0		0	1
2	8	208.0	2.0	1.0	20808	3	12	9			1	2000	2	0		0	1
2	8	208.0	2.0	1.0	20808	4	2				1	1500	2	1	1	0	1
2	8	208.0	2.0	1.0	20808	5	9	13				150	2				
2	8	208.0	2.0	1.0	20809	1	3				2	5030	2	0		0	1
2	8	208.0	2.0	1.0	20809	2	12				2	2600	2	0		0	1
2	8	208.0	2.0	1.0	20809	3	9				2	1900	2	0		0	1
2	8	208.0	2.0	1.0	20809	4	13				2	100	2	0		0	1
2	8	208.0	2.0	1.0	20810	1	3				1	1	1	0		0	1
2	8	208.0	2.0	1.0	20810	2	12	13			1	7000	2	0		0	1
2	8	208.0	2.0	1.0	20810	3	9	12			1	6500	2	0		0	1
2	8	208.0	2.0	1.0	20810	4	1	9			1	5000	2	0		0	1
2	8	208.0	2.0	1.0	20810	5	2					1800	2				
2	8	208.0	2.0	1.0	20811	1	1	9	24		2	3420	2	0		0	2
2	8	208.0	2.0	1.0	20811	2	3				2	2740	2	0		0	1
2	8	208.0	2.0	1.0	20811	3	12				2	1900	2	0		0	1
2	8	208.0	2.0	1.0	20811	4	2				2	1600	2	1	1	0	1
2	8	208.0	2.0	1.0	20811	5	13					300	2				
2	8	208.0	2.0	1.0	20813	1	1	9	60		4	1500	2	1	0	0	1
2	8	208.0	2.0	1.0	20813	2	2	13			2	450	2	1	1	0	1
2	8	208.0	2.0	1.0	20813	3	3	9			4	400	2	0		0	1
2	8	208.0	2.0	1.0	20813	4	3				4	400	2	0		0	1
2	8	208.0	2.0	1.0	20813	5	3	12	9			350	2				
2	8	208.0	2.0	1.0	20814	1	3	9			4	2500	2	0		0	1
2	8	208.0	2.0	1.0	20814	2	1	9			4	2000	2	0		0	1
2	8	208.0	2.0	1.0	20814	3	12				4	1600	2	0		0	1
2	8	208.0	2.0	1.0	20814	4	13	14	40		4	1050	2	0		0	1
2	8	208.0	2.0	1.0	20814	5	2					600	2				
2	8	208.0	2.0	1.0	20815	1	3	1			4	4500	2	0		0	1
2	8	208.0	2.0	1.0	20815	2	12	9			4	3100	2	0		0	1
2	8	208.0	2.0	1.0	20815	3	11				4	2500	2	0		0	1
2	8	208.0	2.0	1.0	20815	4	13				4	1600	2	1	0	0	1
2	8	208.0	2.0	1.0	20816	1	1	9			2	3000	2	0		0	1
2	8	208.0	2.0	1.0	20816	2	3	9	13	2	2	2500	2	0		0	1
2	8	208.0	2.0	1.0	20816	3	1	60	9		2	1600	2	1	0	0	1
2	8	208.0	2.0	1.0	20816	4	2				1	600	2	1	1	0	1
2	8	208.0	2.0	1.0	20816	5	12					600	2				
2	8	208.0	2.0	1.0	20817	1	12	9			1	5000	2	0		0	1
2	8	208.0	2.0	1.0	20817	2	1				1	5000	2	1	0	0	2
2	8	208.0	2.0	1.0	20817	3	3	9			1	1000	2	0		0	1
2	8	208.0	2.0	1.0	20817	4	2				2	750	2	1	1	0	2
2	8	208.0	2.0	1.0	20817	5	13	16				400	2				
2	8	208.0	2.0	1.0	20818	1	12	9			4	3000	2	0		0	1
2	8	208.0	2.0	1.0	20818	2	3	1			5	1800	2	0		0	2
2	8	208.0	2.0	1.0	20818	3	2				4	600	2	1	1	0	2
2	8	208.0	2.0	1.0	20818	4	13	14			4	550	2	0		0	1
2	8	208.0	2.0	1.0	20819	1	3				1	4000	2	0		0	1
2	8	208.0	2.0	1.0	20819	2	12				1	2000	2	0		0	1
2	8	208.0	2.0	1.0	20819	3	1				1	1200	2	1	0	0	1
2	8	208.0	2.0	1.0	20819	4	2				1	900	2	1	1	0	1
2	8	208.0	2.0	1.0	20819	5	3					400	2				
2	8	208.0	2.0	1.0	20820	1	1	9			1	1900	2	0		0	2
2	8	208.0	2.0	1.0	20820	2	3				1	1750	2	0		0	2
2	8	208.0	2.0	1.0	20820	3	12				1	1430	2	0		0	2
2	8	208.0	2.0	1.0	20820	4	13				1	200	2	0		0	2
2	9	209.0	2.0	3.0	20902	1	1				1	2950	2	0		0	1
2	9	209.0	2.0	3.0	20902	2	3				1	2740	2	0		0	1
2	9	209.0	2.0	3.0	20902	3	12	9			1	2160	2	0		0	1
2	9	209.0	2.0	3.0	20902	4	2				1	2050	2	1	1	0	1
2	9	209.0	2.0	3.0	20902	5	14					300	2				
2	9	209.0	2.0	3.0	20903	1	12	9			1	1600	2	0		0	1
2	9	209.0	2.0	3.0	20903	2	3				1	1200	2	1	0	0	1
2	9	209.0	2.0	3.0	20903	3	3				1	1000	2	0		0	1
2	9	209.0	2.0	3.0	20903	4	2				1	800	2	1	1	0	1
2	9	209.0	2.0	3.0	20903	5	14					300	2				
2	9	209.0	2.0	3.0	20904	1	3				1	2000	2	0		0	1
2	9	209.0	2.0	3.0	20904	2	3	9			1	1300	2	0		0	1
2	9	209.0	2.0	3.0	20905	1	3	1			5	2500	2	0		0	1
2	9	209.0	2.0	3.0	20905	2	12	9			5	2000	2	0		0	1
2	9	209.0	2.0	3.0	20905	3	2	9			5	1200	2	1	1	0	1
2	9	209.0	2.0	3.0	20905	4	4				5	800	2	0		0	1
2	9	209.0	2.0	3.0	20905	5	14	60				200	2				
2	9	209.0	2.0	3.0	20907	1	12	9			1	3000	2	0		0	1
2	9	209.0	2.0	3.0	20907	2	2				4	2100	2	1	1	0	2
2	9	209.0	2.0	3.0	20907	3	3	1			4	1500	2	0		0	1
2	9	209.0	2.0	3.0	20908	1	3				7	1200	2	0		0	1
2	9	209.0	2.0	3.0	20908	2	12	9	9		7	800	2	0		0	2
2	9	209.0	2.0	3.0	20908	3	9				7	300	2	0		0	1
2	9	209.0	2.0	3.0	20909	1	3				1	5000	2	1	0	0	1
2	9	209.0	2.0	3.0	20909	2	12				1	5000	2	1	0	0	1
2	9	209.0	2.0	3.0	20909	3	9				2	3000	2	1	0	0	1
2	9	209.0	2.0	3.0	20909	4	1				2	1500	2	0		0	1
2	9	209.0	2.0	3.0	20910	1	1				5	1200	2	1	0	0	1
2	9	209.0	2.0	3.0	20910	2	9				1	900	2	0		0	2
2	9	209.0	2.0	3.0	20910	3	2				5	600	2	1	1	0	2
2	9	209.0	2.0	3.0	20914	1	12	9			5	2100	2	0		0	2
2	9	209.0	2.0	3.0	20914	2	3				3	1500	2	0		0	2
2	9	209.0	2.0	3.0	20914	3	1				4	1000	2	0		0	2
2	9	209.0	2.0	3.0	20914	4	14				1	170	2	0		0	3
2	9	209.0	2.0	3.0	20915	1	1				5	0.5	1	1	1	0	1
2	9	209.0	2.0	3.0	20915	2	9				5	1700	2	1	1	0	1
2	9	209.0	2.0	3.0	20915	3	9				6	1000	2	0		0	1
2	9	209.0	2.0	3.0	20916	1	1	9			4	1	1	0		0	1
2	9	209.0	2.0	3.0	20916	2	1	9			4	0.5	1	0		0	1
2	9	209.0	2.0	3.0	20916	3	14	12			4	850	2	0		0	1
2	9	209.0	2.0	3.0	20916	4	2				4	500	2	1	1	0	1
2	9	209.0	2.0	3.0	20917	1	1				4	3120	2	0		0	1
2	9	209.0	2.0	3.0	20917	2	12	9			4	3070	2	0		0	1
2	9	209.0	2.0	3.0	20917	3	3				4	3000	2	0		0	1
2	9	209.0	2.0	3.0	20917	4	14				4	250	2	1	1	0	1
2	9	209.0	2.0	3.0	20918	1	1				2	2500	2	0		0	2
2	9	209.0	2.0	3.0	20918	2	3	9			2	2500	2	0		0	2
2	9	209.0	2.0	3.0	20918	3	13				2	1500	2	0		0	2
2	9	209.0	2.0	3.0	20919	1	1	4			1	2470	2	0		0	1
2	9	209.0	2.0	3.0	20919	2	3	9			1	2340	2	0		0	1
2	9	209.0	2.0	3.0	20919	3	14				1	350	2	1	1	0	1
2	9	209.0	2.0	3.0	20920	1	3	9			4	2000	2	0		0	1
2	9	209.0	2.0	3.0	20920	2	1				4	1200	2	0		0	1
2	9	209.0	2.0	3.0	20920	3	12				4	400	2	0		0	1
2	9	209.0	2.0	3.0	20921	1	1	9			4	3000	2	0		0	2
2	9	209.0	2.0	3.0	20921	2	3	9			4	1500	2	0		0	2
2	9	209.0	2.0	3.0	20921	3	2				4	500	2	1	1	0	1
3	1	301.0	3.0	2.0	30101	1	12				1	5700	2	0		0	1
3	1	301.0	3.0	2.0	30101	2	2	13	14		1	5000	2	1	1	0	1
3	1	301.0	3.0	2.0	30101	3	12				1	3100	2	0		0	1
3	1	301.0	3.0	2.0	30101	4	12				1	1000	2	0		0	1
3	1	301.0	3.0	2.0	30102	1	12	9	1		6	1600	2	0		0	1
3	1	301.0	3.0	2.0	30102	2	2				6	1300	2	1	1	0	2
3	1	301.0	3.0	2.0	30102	3	13				6	120	2	0		0	2
3	1	301.0	3.0	2.0	30103	1	12	9			4	2400	2	0		0	2
3	1	301.0	3.0	2.0	30103	2	2				4	800	2	1	1	0	1
3	1	301.0	3.0	2.0	30103	3	40				4	750	2	1	1	1	2
3	1	301.0	3.0	2.0	30103	4	1				4	650	2	0		0	2
3	1	301.0	3.0	2.0	30103	5	14	13				600	2				
3	1	301.0	3.0	2.0	30104	1	2				6	3700	2	1	1	0	1
3	1	301.0	3.0	2.0	30104	2	2	13			1	2000	2	1	0	0	1
3	1	301.0	3.0	2.0	30104	3	12		9		1	1900	2	0		0	1
3	1	301.0	3.0	2.0	30105	1	1	4	9		4	2000	2	0		0	1
3	1	301.0	3.0	2.0	30105	2	2				4	1200	2	1	1	0	1
3	1	301.0	3.0	2.0	30105	3	12				4	600	2	0		0	1
3	1	301.0	3.0	2.0	30105	4	13				4	550	2	1	0	0	1
3	1	301.0	3.0	2.0	30106	1	2				4	2500	1	1	0	1	1
3	1	301.0	3.0	2.0	30106	2	2				4	2500	2	1	1	0	1
3	1	301.0	3.0	2.0	30106	3	1	12	9	9	4	2000	2	0		0	1
3	1	301.0	3.0	2.0	30106	4	12				4	2000	2	0		0	1
3	1	301.0	3.0	2.0	30106	5	13	16				1500	2				
3	1	301.0	3.0	2.0	30107	1	12	9	1		6	9000	2	0		0	1
3	1	301.0	3.0	2.0	30107	2	12	9			6	4000	2	0		0	1
3	1	301.0	3.0	2.0	30107	3	2				6	2000	2	1	1	0	1
3	1	301.0	3.0	2.0	30107	4	14	13			6	400	2	0		0	1
3	1	301.0	3.0	2.0	30108	1	12	9			6	5000	2	0		0	1
3	1	301.0	3.0	2.0	30108	2	1	12	9		5	1000	2	0		0	1
3	1	301.0	3.0	2.0	30108	3	2	14			5	600	2	1	1	0	1
3	1	301.0	3.0	2.0	30109	1	2				6	3900	2	1	1	0	1
3	1	301.0	3.0	2.0	30109	2	12	9			6	3400	2	0		0	1
3	1	301.0	3.0	2.0	30109	3	13				6	100	2	1	1	0	1
3	1	301.0	3.0	2.0	30110	1	2				1	5000	2	1	1	0	1
3	1	301.0	3.0	2.0	30110	2	2				1	3500	2	1	1	0	1
3	1	301.0	3.0	2.0	30110	3	9			1	1	1000	2	0		0	1
3	1	301.0	3.0	2.0	30110	4	13				1	600	2	0		0	1
3	1	301.0	3.0	2.0	30111	1	2				5	3000	2	1	1	0	1
3	1	301.0	3.0	2.0	30111	2	12	1	14	13	5	2000	2	0		0	2
3	1	301.0	3.0	2.0	30112	1	12	1			4	2000	2	0		0	1
3	1	301.0	3.0	2.0	30112	2	2				4	1600	2	1	1	0	1
3	1	301.0	3.0	2.0	30112	3	12	1	9		4	1250	2	0		0	1
3	1	301.0	3.0	2.0	30112	4	13				4	450	2	0		0	2
3	1	301.0	3.0	2.0	30113	1	2				2	1	1	1	0	0	1
3	1	301.0	3.0	2.0	30113	2	1	9			6	1	2	0		0	1
3	1	301.0	3.0	2.0	30113	3	2	13	14		2	2500	2	1	1	0	1
3	1	301.0	3.0	2.0	30115	1	12	1	9		2	5000	2	0		0	1
3	1	301.0	3.0	2.0	30115	2	2	14			6	700	2	1	1	0	1
3	1	301.0	3.0	2.0	30115	3	2	14			5	400	2	1	1	0	1
3	1	301.0	3.0	2.0	30116	1	12	1	9		5	3400	2	0		0	1
3	1	301.0	3.0	2.0	30116	2	2				5	3000	2	1	1	0	1
3	1	301.0	3.0	2.0	30116	3	13				5	100	2	1	0	0	1
3	1	301.0	3.0	2.0	30117	1	12	1	9		4	2000	2	0		0	1
3	1	301.0	3.0	2.0	30117	2	2				5	1000	2	1	1	0	1
3	1	301.0	3.0	2.0	30117	3	13				4	200	2	1	1	0	1
3	1	301.0	3.0	2.0	30118	1	12	1			1	0.5	1	0		0	1
3	1	301.0	3.0	2.0	30118	2	2				1	1600	2	1	1	0	1
3	1	301.0	3.0	2.0	30118	3	2				1	1500	2	1	1	0	1
3	1	301.0	3.0	2.0	30118	4	2				2	1350	2	1	1	0	1
3	1	301.0	3.0	2.0	30118	5	13	9	40			900	2				
3	1	301.0	3.0	2.0	30119	1	2				1	5300	2	1	1	0	1
3	1	301.0	3.0	2.0	30119	2	12	9	1		1	4800	2	0		0	1
3	1	301.0	3.0	2.0	30119	3	13				1	250	2	0		0	1
3	1	301.0	3.0	2.0	30120	1	2				2	4700	2	1	1	0	1
3	1	301.0	3.0	2.0	30120	2	1	9			2	3900	2	0		0	1
3	1	301.0	3.0	2.0	30120	3	12				2	3700	2	0		0	1
3	1	301.0	3.0	2.0	30120	4	13				2	150	2	0		0	1
3	2	302.0	3.0	2.0	30201	1	1	9	4		4	4900	2	0		0	1
3	2	302.0	3.0	2.0	30201	2	12				4	4700	2	0		0	1
3	2	302.0	3.0	2.0	30201	3	2				4	4500	2	1	1	0	1
3	2	302.0	3.0	2.0	30201	4	13				4	300	2	1	0	0	1
3	2	302.0	3.0	2.0	30202	1	1	12	13		4	1.5	1	0		0	1
3	2	302.0	3.0	2.0	30202	2	2				4	0.5	1	1	1	0	1
3	2	302.0	3.0	2.0	30202	3	12	9	1	14	4	0.5	1	1	0	1	1
3	2	302.0	3.0	2.0	30203	1	1	9	4		4	5350	2	0		0	1
3	2	302.0	3.0	2.0	30203	2	12				4	5200	2	0		0	1
3	2	302.0	3.0	2.0	30203	3	2				4	4990	2	1	1	0	1
3	2	302.0	3.0	2.0	30203	4	13				4	250	2	0		0	1
3	2	302.0	3.0	2.0	30204	1	1				1	6000	2	0		0	1
3	2	302.0	3.0	2.0	30204	2	2				1	5000	2	1	1	0	1
3	2	302.0	3.0	2.0	30204	3	12	14	13		1	2000	2	0		0	1
3	2	302.0	3.0	2.0	30205	1	12	13	14		4	7000	2	0		0	1
3	2	302.0	3.0	2.0	30205	2	2				4	5000	2	1	1	0	1
3	2	302.0	3.0	2.0	30205	3	1	9	13	14	4	3000	2	0		0	1
3	2	302.0	3.0	2.0	30205	4	12	9			4	2000	2	0		0	1
3	2	302.0	3.0	2.0	30205	5	2					1000	2				
3	2	302.0	3.0	2.0	30206	1	1				6	2500	2	0		0	1
3	2	302.0	3.0	2.0	30206	2	12	4	9		6	2500	2	0		0	1
3	2	302.0	3.0	2.0	30206	3	2				6	1200	2	1	1	0	1
3	2	302.0	3.0	2.0	30206	4	13				6	500	2	0		0	1
3	2	302.0	3.0	2.0	30207	1	2				4	5000	1	0		1	1
3	2	302.0	3.0	2.0	30207	2	12	14	1		4	4500	2	0		0	1
3	2	302.0	3.0	2.0	30207	3	2				4	3000	2	1	1	0	1
3	2	302.0	3.0	2.0	30207	4	12	14	1		4	2000	2	0		0	1
3	2	302.0	3.0	2.0	30207	5	13					700	2				
3	2	302.0	3.0	2.0	30208	1	2				3	1.5	1	1	1	0	1
3	2	302.0	3.0	2.0	30208	2	12				4	0.5	1	0		0	1
3	2	302.0	3.0	2.0	30208	3	1	9	90		4	0.5	1	0		0	1
3	2	302.0	3.0	2.0	30208	4	13	12	90		4	1500	2	0		0	1
3	2	302.0	3.0	2.0	30208	5	2					1000	2				
3	2	302.0	3.0	2.0	30209	1	12	9			4	2000	2	0		0	1
3	2	302.0	3.0	2.0	30209	2	2				4	1350	2	1	1	0	1
3	2	302.0	3.0	2.0	30209	3	2				4	1350	2	1	1	0	1
3	2	302.0	3.0	2.0	30209	4	1	40			4	900	2	1	0	0	1
3	2	302.0	3.0	2.0	30209	5	13	14				600	2				
3	2	302.0	3.0	2.0	30210	1	2				1	1	1	1	0	0	1
3	2	302.0	3.0	2.0	30210	2	12	1	13		4	0.5	1	0		0	1
3	2	302.0	3.0	2.0	30210	3	12				1	0.5	1	0		0	2
3	2	302.0	3.0	2.0	30210	4	2				4	0.5	1	1	1	0	1
3	2	302.0	3.0	2.0	30212	1	1	9	4		5	4900	2	0		0	1
3	2	302.0	3.0	2.0	30212	2	2				5	4000	2	1	1	0	1
3	2	302.0	3.0	2.0	30212	3	13				5	340	2	0		0	1
3	2	302.0	3.0	2.0	30213	1	12	9			4	1200	2	0		0	1
3	2	302.0	3.0	2.0	30213	2	2				4	900	2	1	1	0	1
3	2	302.0	3.0	2.0	30213	3	1				4	750	2	0		0	1
3	2	302.0	3.0	2.0	30213	4	14	13			4	500	2	0		0	1
3	2	302.0	3.0	2.0	30214	1	2				4	1	1	1	1	0	1
3	2	302.0	3.0	2.0	30214	2	2	13	14		4	8000	2	1	1	0	1
3	2	302.0	3.0	2.0	30214	3	12	1	9		4	5000	2	0		0	1
3	2	302.0	3.0	2.0	30214	4	12	9	1		4	3200	2	0		0	1
3	2	302.0	3.0	2.0	30215	1	2				1	4000	2	1	1	0	2
3	2	302.0	3.0	2.0	30215	2	12	9	1		1	250	2	0		0	1
3	2	302.0	3.0	2.0	30216	1	12	1	13	9	4	1	1	0		0	1
3	2	302.0	3.0	2.0	30216	2	2				4	0.5	1	1	0	0	1
3	2	302.0	3.0	2.0	30217	1	2				4	1	1	1	0	0	1
3	2	302.0	3.0	2.0	30217	2	12	1	9	13	4	0.5	1	0		0	1
3	2	302.0	3.0	2.0	30217	3	2				4	0.5	1	1	0	0	1
3	2	302.0	3.0	2.0	30218	1	2				4	0.5	1	1	1	0	1
3	2	302.0	3.0	2.0	30218	2	1	12			3	2500	2	0		0	1
3	2	302.0	3.0	2.0	30218	3	14	13			6	400	2	1	0	0	1
3	2	302.0	3.0	2.0	30219	1	12	9			4	0.5	1	0		0	1
3	2	302.0	3.0	2.0	30219	2	1				4	4000	2	0		0	1
3	2	302.0	3.0	2.0	30219	3	2				4	3500	2	1	1	0	1
3	2	302.0	3.0	2.0	30219	4	14	13			4	400	2	1	0	0	1
3	2	302.0	3.0	2.0	30219	5	13					30	2				
3	2	302.0	3.0	2.0	30220	1	1	12	9		2	4970	2	0		0	1
