district	village	villno	strno	group	hhid	g31a	g31b	g31c	g31d	g31e	g31f	g32a	g32b	g32c	g33a	g33b	g33c	g33d	g33e	g33f	g33g	g33h	g33i	g33j	g33k	g33l	g34	g35	g35u	g36a	g36b	g36u	g37	g38a	g38b	g38c	g38d	g38e	g39a	g39b	g39c	g39d	g39e	g39f	g39g	g39h	g39i	g39j	g39k	g39l
3	3	303.0	3.0	1.0	30366	0.0	2.0	2.0	0.0	10.0	0.0	5			0	0	0	0	0	1	0	0	0	0	0	0	1	3.0	15	0			1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	3	303.0	3.0	1.0	30368	0.0	2.0	4.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	4.5	15	1	2	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	3	303.0	3.0	1.0	30369	3.0	0.0	0.0	0.0	80.0	0.0	1	5	9	0	0	0	0	0	1	0	0	0	0	0	0	1	5.0	15	1	3	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	4	304.0	3.0	3.0	30454	0.0	0.0	0.0	0.0	0.0	5.0	1			0	0	0	0	0	0	0	0	1	0	0	0	1	2.0	15	1	1	15	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4	1	401.0	3.0	3.0	40150	0.0	0.0	0.0	0.0	0.0	4.0	1	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
4	1	401.0	3.0	3.0	40152	0.0	0.0	0.0	0.0	0.0	8.0	2			0	0	0	0	0	0	1	0	0	0	0	0	1	3.0	15	1	2	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	2	402.0	3.0	1.0	40250	2.0	2.0	3.0	0.0	5.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	2	402.0	3.0	1.0	40252	0.0	3.0	30.0	0.0	0.0	0.0	9	2		0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	1	2	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4	2	402.0	3.0	1.0	40260	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1.5	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4	2	402.0	3.0	1.0	40262	1.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	0						0																	
4	2	402.0	3.0	1.0	40263	2.0	0.0	10.0	0.0	0.0	0.0	1	9		0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	2	402.0	3.0	1.0	40264	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	2	402.0	3.0	1.0	40268	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	2	402.0	3.0	1.0	40269	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	23	0			0																	
4	3	403.0	3.0	1.0	40350	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
4	3	403.0	3.0	1.0	40351	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40352	0.0	2.0	2.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40353	2.0	2.0	2.0	0.0	0.0	0.0	1	6		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40354	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	3	403.0	3.0	1.0	40360	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	1	0	0	0	0	0	0	0	0	0	1	2.0	15	1	1	22	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	3	403.0	3.0	1.0	40361	2.0	2.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
4	3	403.0	3.0	1.0	40362	0.0	2.0	0.0	0.0	0.0	0.0	9			0	0	1	0	0	0	0	0	0	0	0	0	1	2.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	3	403.0	3.0	1.0	40363	3.0	3.0	4.0	0.0	0.0	0.0	1			0	0	1	0	0	0	0	1	1	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	3	403.0	3.0	1.0	40364	2.0	2.0	3.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
4	3	403.0	3.0	1.0	40365	2.0	2.0	0.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	22	1	1	22	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40366	2.0	2.0	3.0	0.0	2.0	0.0	99	1		0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	3	403.0	3.0	1.0	40367	2.0	2.0	1.0	0.0	2.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	14	0			1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4	3	403.0	3.0	1.0	40368	2.0	2.0	2.0	0.0	1.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	1	1	22	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	3	403.0	3.0	1.0	40369	2.0	1.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	4	404.0	3.0	2.0	40460	0.0	2.0	0.0	0.0	3.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	15	1	0.5	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	4	404.0	3.0	2.0	40461	1.0	3.0	0.0	0.0	0.0	6.0	1	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	4	404.0	3.0	2.0	40467	0.0	0.0	0.0	0.0	0.0	3.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4	4	404.0	3.0	2.0	40468	0.0	0.0	3.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4	4	404.0	3.0	2.0	40469	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
